"","area","year","id","text","average","country","score","date","host","min.number","min.before","min.after","min.closest","min.any","total","commitments","commitments2","binding.level","summit.ref","org.ref","mentions.date","mentions.multi.year","mentions.money","mentions.values","bodies","gdp","gdp.per.cap","gdp.growth","is.italy","is.uk","is.canada","is.eu","is.france","is.germany","is.japan","is.russia","is.climate","is.conflict","is.crime","is.development","is.democracy","is.education","is.energy","is.food","is.gender","is.ict","is.labor","is.macro","is.security","is.trade"
"531","Climate Change",2008,"2008-27 (CB)","In this regard, we will work together with other relevant stakeholders to develop science-based benchmarks and indicators for biofuel production and use",0.888888889,"france","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,2930.3,3.635732251,-0.303759657,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"532","Climate Change",2008,"2008-55","""In this respect, we acknowledge our leadership role and each of us will implement ambitious economy-wide mid-term goals in order to achieve absolute emissions reductions and, where applicable, first stop the growth of emissions as soon as possible, reflecting comparable efforts among all developed economies, taking into account differences in their national circumstances.""",0.777777778,"germany","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,3745.26,3.827831301,1.152029742,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"533","Climate Change",2008,"2008-72","""We strongly support the launching of 20 large-scale CCS demonstration projects globally by 2010, taking into account various national circumstances, with a view to beginning broad deployment of CCS by 2020.""",0.333333333,"russia","-1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,1,1,0,0,0,1660.85,0.9093692616,5.246214033,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Climate Change",2008,"2008-55","""In this respect, we acknowledge our leadership role and each of us will implement ambitious economy-wide mid-term goals in order to achieve absolute emissions reductions and, where applicable, first stop the growth of emissions as soon as possible, reflecting comparable efforts among all developed economies, taking into account differences in their national circumstances.""",0.777777778,"russia","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,1660.85,0.9093692616,5.246214033,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","Climate Change",2008,"2008-265","""We will work together in accordance with our Convention commitments to strengthen the ability of developing countries, particularly the most vulnerable ones, to adapt to climate change. This includes the development and dissemination of tools and methodologies to improve vulnerability and adaptation assessments, the integration of climate change adaptation into overall development strategies, increased implementation of adaptation strategies, increased emphasis on adaptation technologies, strengthening resilience and reducing vulnerability, and consideration of means to stimulate investment and increased availability of financial and technical assistance.""",0.555555556,"russia","0","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,0,0,0,0,0,1660.85,0.9093692616,5.246214033,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","Climate Change",2008,"2008-265","""We will work together in accordance with our Convention commitments to strengthen the ability of developing countries, particularly the most vulnerable ones, to adapt to climate change. This includes the development and dissemination of tools and methodologies to improve vulnerability and adaptation assessments, the integration of climate change adaptation into overall development strategies, increased implementation of adaptation strategies, increased emphasis on adaptation technologies, strengthening resilience and reducing vulnerability, and consideration of means to stimulate investment and increased availability of financial and technical assistance.""",0.555555556,"japan","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,0,0,0,0,0,5106.68,3.35576454,-1.272109949,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","Climate Change",2008,"2008-27 (CB)","In this regard, we will work together with other relevant stakeholders to develop science-based benchmarks and indicators for biofuel production and use",0.888888889,"eu","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,16297.6,2.99799053,0.318805093,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"eu","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,16297.6,2.99799053,0.318805093,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"us","-1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,14712.8,5.368836514,-1.076700085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Climate Change",2008,"2008-72","""We strongly support the launching of 20 large-scale CCS demonstration projects globally by 2010, taking into account various national circumstances, with a view to beginning broad deployment of CCS by 2020.""",0.333333333,"eu","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,1,1,0,0,0,16297.6,2.99799053,0.318805093,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"russia","0","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,1660.85,0.9093692616,5.246214033,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Climate Change",2008,"2008-265","""We will work together in accordance with our Convention commitments to strengthen the ability of developing countries, particularly the most vulnerable ones, to adapt to climate change. This includes the development and dissemination of tools and methodologies to improve vulnerability and adaptation assessments, the integration of climate change adaptation into overall development strategies, increased implementation of adaptation strategies, increased emphasis on adaptation technologies, strengthening resilience and reducing vulnerability, and consideration of means to stimulate investment and increased availability of financial and technical assistance.""",0.555555556,"canada","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,0,0,0,0,0,1552.99,4.206363305,-0.080294839,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"canada","0","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,1552.99,4.206363305,-0.080294839,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Climate Change",2008,"2008-27 (CB)","In this regard, we will work together with other relevant stakeholders to develop science-based benchmarks and indicators for biofuel production and use",0.888888889,"japan","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,5106.68,3.35576454,-1.272109949,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"japan","-1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,5106.68,3.35576454,-1.272109949,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"546","Climate Change",2008,"2008-72","""We strongly support the launching of 20 large-scale CCS demonstration projects globally by 2010, taking into account various national circumstances, with a view to beginning broad deployment of CCS by 2020.""",0.333333333,"us","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,1,1,0,0,0,14712.8,5.368836514,-1.076700085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Climate Change",2008,"2008-72","""We strongly support the launching of 20 large-scale CCS demonstration projects globally by 2010, taking into account various national circumstances, with a view to beginning broad deployment of CCS by 2020.""",0.333333333,"canada","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,1,1,0,0,0,1552.99,4.206363305,-0.080294839,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Climate Change",2008,"2008-265","""We will work together in accordance with our Convention commitments to strengthen the ability of developing countries, particularly the most vulnerable ones, to adapt to climate change. This includes the development and dissemination of tools and methodologies to improve vulnerability and adaptation assessments, the integration of climate change adaptation into overall development strategies, increased implementation of adaptation strategies, increased emphasis on adaptation technologies, strengthening resilience and reducing vulnerability, and consideration of means to stimulate investment and increased availability of financial and technical assistance.""",0.555555556,"italy","-1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,0,0,0,0,0,2408.66,3.353036014,-1.615940627,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","Climate Change",2008,"2008-72","""We strongly support the launching of 20 large-scale CCS demonstration projects globally by 2010, taking into account various national circumstances, with a view to beginning broad deployment of CCS by 2020.""",0.333333333,"japan","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,1,1,0,0,0,5106.68,3.35576454,-1.272109949,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Climate Change",2008,"2008-265","""We will work together in accordance with our Convention commitments to strengthen the ability of developing countries, particularly the most vulnerable ones, to adapt to climate change. This includes the development and dissemination of tools and methodologies to improve vulnerability and adaptation assessments, the integration of climate change adaptation into overall development strategies, increased implementation of adaptation strategies, increased emphasis on adaptation technologies, strengthening resilience and reducing vulnerability, and consideration of means to stimulate investment and increased availability of financial and technical assistance.""",0.555555556,"eu","0","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,0,0,0,0,0,16297.6,2.99799053,0.318805093,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Climate Change",2008,"2008-55","""In this respect, we acknowledge our leadership role and each of us will implement ambitious economy-wide mid-term goals in order to achieve absolute emissions reductions and, where applicable, first stop the growth of emissions as soon as possible, reflecting comparable efforts among all developed economies, taking into account differences in their national circumstances.""",0.777777778,"us","-1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,14712.8,5.368836514,-1.076700085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"552","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"germany","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,3745.26,3.827831301,1.152029742,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"553","Climate Change",2008,"2008-27 (CB)","In this regard, we will work together with other relevant stakeholders to develop science-based benchmarks and indicators for biofuel production and use",0.888888889,"russia","0","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,1660.85,0.9093692616,5.246214033,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","Climate Change",2008,"2008-265","""We will work together in accordance with our Convention commitments to strengthen the ability of developing countries, particularly the most vulnerable ones, to adapt to climate change. This includes the development and dissemination of tools and methodologies to improve vulnerability and adaptation assessments, the integration of climate change adaptation into overall development strategies, increased implementation of adaptation strategies, increased emphasis on adaptation technologies, strengthening resilience and reducing vulnerability, and consideration of means to stimulate investment and increased availability of financial and technical assistance.""",0.555555556,"uk","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,0,0,0,0,0,2938.88,4.412092954,-1.021703087,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"555","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"uk","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,2938.88,4.412092954,-1.021703087,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"556","Climate Change",2008,"2008-265","""We will work together in accordance with our Convention commitments to strengthen the ability of developing countries, particularly the most vulnerable ones, to adapt to climate change. This includes the development and dissemination of tools and methodologies to improve vulnerability and adaptation assessments, the integration of climate change adaptation into overall development strategies, increased implementation of adaptation strategies, increased emphasis on adaptation technologies, strengthening resilience and reducing vulnerability, and consideration of means to stimulate investment and increased availability of financial and technical assistance.""",0.555555556,"us","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,0,0,0,0,0,14712.8,5.368836514,-1.076700085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","Climate Change",2008,"2008-27 (CB)","In this regard, we will work together with other relevant stakeholders to develop science-based benchmarks and indicators for biofuel production and use",0.888888889,"italy","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,2408.66,3.353036014,-1.615940627,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"italy","-1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,2408.66,3.353036014,-1.615940627,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"559","Climate Change",2008,"2008-72","""We strongly support the launching of 20 large-scale CCS demonstration projects globally by 2010, taking into account various national circumstances, with a view to beginning broad deployment of CCS by 2020.""",0.333333333,"germany","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,1,1,0,0,0,3745.26,3.827831301,1.152029742,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","Climate Change",2008,"2008-27 (CB)","In this regard, we will work together with other relevant stakeholders to develop science-based benchmarks and indicators for biofuel production and use",0.888888889,"uk","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,2938.88,4.412092954,-1.021703087,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"561","Climate Change",2008,"2008-72","""We strongly support the launching of 20 large-scale CCS demonstration projects globally by 2010, taking into account various national circumstances, with a view to beginning broad deployment of CCS by 2020.""",0.333333333,"italy","-1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,1,1,0,0,0,2408.66,3.353036014,-1.615940627,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","Climate Change",2008,"2008-27 (CB)","In this regard, we will work together with other relevant stakeholders to develop science-based benchmarks and indicators for biofuel production and use",0.888888889,"us","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,14712.8,5.368836514,-1.076700085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","Climate Change",2008,"2008-55","""In this respect, we acknowledge our leadership role and each of us will implement ambitious economy-wide mid-term goals in order to achieve absolute emissions reductions and, where applicable, first stop the growth of emissions as soon as possible, reflecting comparable efforts among all developed economies, taking into account differences in their national circumstances.""",0.777777778,"france","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,2930.3,3.635732251,-0.303759657,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","Climate Change",2008,"2008-55","""In this respect, we acknowledge our leadership role and each of us will implement ambitious economy-wide mid-term goals in order to achieve absolute emissions reductions and, where applicable, first stop the growth of emissions as soon as possible, reflecting comparable efforts among all developed economies, taking into account differences in their national circumstances.""",0.777777778,"italy","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,2408.66,3.353036014,-1.615940627,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","Climate Change",2008,"2008-251","Conscious of our leadership role in meeting such challenges, we, the leaders of the world's major economies, both developed and developing, commit to combat climate change in accordance with our common but differentiated responsibilities and respective capabilities and confront the interlinked challenges of sustainable development, including energy and food security, and human health",0.111111111,"france","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,2930.3,3.635732251,-0.303759657,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"566","Climate Change",2008,"2008-265","""We will work together in accordance with our Convention commitments to strengthen the ability of developing countries, particularly the most vulnerable ones, to adapt to climate change. This includes the development and dissemination of tools and methodologies to improve vulnerability and adaptation assessments, the integration of climate change adaptation into overall development strategies, increased implementation of adaptation strategies, increased emphasis on adaptation technologies, strengthening resilience and reducing vulnerability, and consideration of means to stimulate investment and increased availability of financial and technical assistance.""",0.555555556,"germany","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,0,0,0,0,0,0,0,0,3745.26,3.827831301,1.152029742,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","Climate Change",2008,"2008-55","""In this respect, we acknowledge our leadership role and each of us will implement ambitious economy-wide mid-term goals in order to achieve absolute emissions reductions and, where applicable, first stop the growth of emissions as soon as possible, reflecting comparable efforts among all developed economies, taking into account differences in their national circumstances.""",0.777777778,"japan","1","2008-07-07","Japan",1,1,0,44,1,327,55,3025,1,0,0,0,0,0,0,0,5106.68,3.35576454,-1.272109949,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","Climate Change",2009,"2009-64","""Recognising the importance of research and development, we committed in Toyako to increase investment in basic and applied clean technology research and development. We will intensify such efforts and explore options to enhance global technology cooperation.""",1,"france","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,0,0,0,0,0,2700.89,3.513144914,-3.371737206,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Climate Change",2009,"2009-64","""Recognising the importance of research and development, we committed in Toyako to increase investment in basic and applied clean technology research and development. We will intensify such efforts and explore options to enhance global technology cooperation.""",1,"italy","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,0,0,0,0,0,2199.93,3.161527081,-5.711508383,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","Climate Change",2009,"2009-73","""[Aware that deforestation accounts for approximately 20% of annual CO2 emissions, and that forests are an essential repository of biological diversity and key to the livelihoods and rights of many people, we remain engaged in seeking the reduction of emissions from deforestation and forest degradation and in further promoting sustainable forest management globally. We will:] support the development of positive incentives in particular for developing countries to promote emission reductions through actions to reduce deforestation and forest degradation.""",0.666666667,"russia","0","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,0,0,0,0,0,1222.64,0.8381861175,-7.827749092,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","Climate Change",2009,"2009-64","""Recognising the importance of research and development, we committed in Toyako to increase investment in basic and applied clean technology research and development. We will intensify such efforts and explore options to enhance global technology cooperation.""",1,"russia","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,0,0,0,0,0,1222.64,0.8381861175,-7.827749092,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"572","Climate Change",2009,"2009-98","""[Reaffirming the commitment made in Toyako for the launch of 20 large-scale Carbon Capture and Storage demonstration projects globally by 2010, we will:] accelerate the design of policies, regulatory frameworks and incentive schemes focused on the development and deployment of CCS technology""",0,"russia","-1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,1,1,0,0,0,1222.64,0.8381861175,-7.827749092,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","Climate Change",2009,"2009-66","""[To promote concerted efforts on technology and financing, we:] call for the elaboration and implementation of an effective financial
arrangement to support the post-2012 regime.""",0.888888889,"russia","0","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,1,1,0,0,0,1222.64,0.8381861175,-7.827749092,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"574","Climate Change",2009,"2009-64","""Recognising the importance of research and development, we committed in Toyako to increase investment in basic and applied clean technology research and development. We will intensify such efforts and explore options to enhance global technology cooperation.""",1,"eu","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,0,0,0,0,0,14763.8,2.860864691,-4.57392502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","Climate Change",2009,"2009-98","""[Reaffirming the commitment made in Toyako for the launch of 20 large-scale Carbon Capture and Storage demonstration projects globally by 2010, we will:] accelerate the design of policies, regulatory frameworks and incentive schemes focused on the development and deployment of CCS technology""",0,"japan","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,1,1,0,0,0,5289.49,3.165108377,-5.68145234,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","Climate Change",2009,"2009-49 (456)","""We reconfirm our strong commitment to the UNFCCC negotiations and to the successful conclusion of a global, wide-ranging and ambitious post-2012 agreement in Copenhagen, involving all countries, consistent with the principle of common but differentiated responsibilities and respective capabilities.""",0.666666667,"russia","0","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,1,1,0,0,0,1222.64,0.8381861175,-7.827749092,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","Climate Change",2009,"2009-73","""[Aware that deforestation accounts for approximately 20% of annual CO2 emissions, and that forests are an essential repository of biological diversity and key to the livelihoods and rights of many people, we remain engaged in seeking the reduction of emissions from deforestation and forest degradation and in further promoting sustainable forest management globally. We will:] support the development of positive incentives in particular for developing countries to promote emission reductions through actions to reduce deforestation and forest degradation.""",0.666666667,"eu","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,0,0,0,0,0,14763.8,2.860864691,-4.57392502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","Climate Change",2009,"2009-49 (456)","""We reconfirm our strong commitment to the UNFCCC negotiations and to the successful conclusion of a global, wide-ranging and ambitious post-2012 agreement in Copenhagen, involving all countries, consistent with the principle of common but differentiated responsibilities and respective capabilities.""",0.666666667,"eu","0","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,1,1,0,0,0,14763.8,2.860864691,-4.57392502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","Climate Change",2009,"2009-98","""[Reaffirming the commitment made in Toyako for the launch of 20 large-scale Carbon Capture and Storage demonstration projects globally by 2010, we will:] accelerate the design of policies, regulatory frameworks and incentive schemes focused on the development and deployment of CCS technology""",0,"france","-1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,1,1,0,0,0,2700.89,3.513144914,-3.371737206,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","Climate Change",2009,"2009-73","""[Aware that deforestation accounts for approximately 20% of annual CO2 emissions, and that forests are an essential repository of biological diversity and key to the livelihoods and rights of many people, we remain engaged in seeking the reduction of emissions from deforestation and forest degradation and in further promoting sustainable forest management globally. We will:] support the development of positive incentives in particular for developing countries to promote emission reductions through actions to reduce deforestation and forest degradation.""",0.666666667,"japan","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,0,0,0,0,0,5289.49,3.165108377,-5.68145234,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","Climate Change",2009,"2009-66","""[To promote concerted efforts on technology and financing, we:] call for the elaboration and implementation of an effective financial
arrangement to support the post-2012 regime.""",0.888888889,"eu","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,1,1,0,0,0,14763.8,2.860864691,-4.57392502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","Climate Change",2009,"2009-98","""[Reaffirming the commitment made in Toyako for the launch of 20 large-scale Carbon Capture and Storage demonstration projects globally by 2010, we will:] accelerate the design of policies, regulatory frameworks and incentive schemes focused on the development and deployment of CCS technology""",0,"us","0","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,1,1,0,0,0,14448.9,5.186970631,-3.387435662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","Climate Change",2009,"2009-66","""[To promote concerted efforts on technology and financing, we:] call for the elaboration and implementation of an effective financial
arrangement to support the post-2012 regime.""",0.888888889,"japan","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,1,1,0,0,0,5289.49,3.165108377,-5.68145234,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","Climate Change",2009,"2009-66","""[To promote concerted efforts on technology and financing, we:] call for the elaboration and implementation of an effective financial
arrangement to support the post-2012 regime.""",0.888888889,"canada","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,1,1,0,0,0,1374.63,4.036829204,-4.030419849,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Climate Change",2009,"2009-98","""[Reaffirming the commitment made in Toyako for the launch of 20 large-scale Carbon Capture and Storage demonstration projects globally by 2010, we will:] accelerate the design of policies, regulatory frameworks and incentive schemes focused on the development and deployment of CCS technology""",0,"eu","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,1,1,0,0,0,14763.8,2.860864691,-4.57392502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","Climate Change",2009,"2009-73","""[Aware that deforestation accounts for approximately 20% of annual CO2 emissions, and that forests are an essential repository of biological diversity and key to the livelihoods and rights of many people, we remain engaged in seeking the reduction of emissions from deforestation and forest degradation and in further promoting sustainable forest management globally. We will:] support the development of positive incentives in particular for developing countries to promote emission reductions through actions to reduce deforestation and forest degradation.""",0.666666667,"us","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,0,0,0,0,0,14448.9,5.186970631,-3.387435662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","Climate Change",2009,"2009-98","""[Reaffirming the commitment made in Toyako for the launch of 20 large-scale Carbon Capture and Storage demonstration projects globally by 2010, we will:] accelerate the design of policies, regulatory frameworks and incentive schemes focused on the development and deployment of CCS technology""",0,"uk","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,1,0,0,1,1,0,0,0,2425.8,4.192860985,-4.96888827,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"588","Climate Change",2009,"2009-73","""[Aware that deforestation accounts for approximately 20% of annual CO2 emissions, and that forests are an essential repository of biological diversity and key to the livelihoods and rights of many people, we remain engaged in seeking the reduction of emissions from deforestation and forest degradation and in further promoting sustainable forest management globally. We will:] support the development of positive incentives in particular for developing countries to promote emission reductions through actions to reduce deforestation and forest degradation.""",0.666666667,"uk","1","2009-07-08","Italy",1,1,0,77,1,327,42,1764,0,0,0,0,0,0,0,0,2425.8,4.192860985,-4.96888827,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
