area,id,year,text,average,canada,france,germany,italy,japan,russia,uk,us,eu
Nonproliferation,2010-39,2010,"""We welcome the outcome of the Nuclear Non Proliferation Treaty Review Conference, and will pursue the follow on actions it recommended by consensus.""",0.888888889,1,1,1,0,1,1,1,1,1
Nonproliferation,2011-83,2011,"""In this respect, we are committed to maintaining and strengthening the global nuclear non-proliferation regime based on the NPT and its three pillars of nonproliferation, disarmament, and peaceful uses of nuclear energy, including by taking the actions in the plan adopted by consensus at the 2010 NPT Review Conference.""",0.666666667,0,0,1,0,1,1,1,1,1
Nonproliferation,2011-85,2011,"""We will continue our efforts for the permanent and legally binding cessation of all nuclear weapon test explosions or any other nuclear explosion through the swift entry into force of the Comprehensive Nuclear Test-Ban Treaty (CTBT) and we call upon all States to join our efforts in this regard as well as to uphold the moratorium on testing pending the entry into force of the CTBT.""",0.888888889,1,1,1,1,1,1,1,0,1
Nonproliferation,2011-166,2011,"""We remain determined to increase the effectiveness of our national systems to combat proliferation.""",1,1,1,1,1,1,1,1,1,1
Nonproliferation,2012-75,2012,"""We reaffirm our unconditional support for all three pillars of the NPT disarmament, nonproliferation, and the peaceful uses of nuclear energy.""",1,1,1,1,1,1,1,1,1,1
Nonproliferation,2012-86,2012,"""We will continue to strengthen our own export control policies to prevent the export of dual-use goods and technology when not in accordance with export control arrangements.""",0.888888889,1,1,1,1,1,0,1,1,1
Nonproliferation,2014-124,2014,We reaffirm our strong commitment to a diplomatic resolution of the Iranian nuclear issue,0.75,0,1,1,0,1,,1,1,1
Nonproliferation,2015-96,2015,[Based on our common values and principles we are committed to:] Strengthening the System of Multilateral Treaties / Arms Trade Treaty ,0.25,0,1,1,-1,1,,0,-1,1
Nonproliferation,2016-152,2016,"We remain committed to the universalization of the treaties and conventions relevant to, amongst others, preventing and combating the proliferation of weapons of mass destruction, in particular and combating the proliferation of weapons of mass destruction, in particular the Nuclear Non-Proliferation Treaty, the Chemical Weapons Convention and the Biological and Toxic Weapons Convention.",0.25,1,0,0,0,0,,-1,1,1
Nonproliferation,2017-23,2017,We reiterate our commitment on non-proliferation and disarmament,0.63,0,1,1,0,1,,0,1,1
Nonproliferation,2018-51,2018,"We are committed to permanently ensuring that Iran's nuclear program remains peaceful, in line with its international obligation and commitments to never seek, develop or acquire a nuclear weapon.",0.63,0,1,1,0,1,,1,0,1
Trade,Jun-75,1975,We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.,0,,0,0,0,0,,0,0,
Trade,1975,1975,Trade,0.166666667,,-1,1,-1,1,,0,1,
Trade,1981-17,1981,"We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,0,0,0,0,0,,0,0,
Trade,Jul-82,1982,We will also work towards the further opening of our markets. ,-0.714285714,0,0,-1,-1,-1,,-1,-1,
Trade,Aug-83,1983,We shall give impetus to resolving current trade problems. ,-1,-1,-1,-1,-1,-1,,-1,-1,
Trade,1984-21,1984," To urge all trading countries, industrialized and developing alike, to resist continuing protectionist pressures, to reduce barriers to trade and to make renewed efforts to liberalize and expand international trade in manufactures, commodities and services; ",-0.142857143,0,-1,1,1,-1,,0,-1,
Trade,1985-xx,1985,We strongly endorse the agreement reached by OECD Ministerial Council that a new GATT round should begin as soon as possible. Most of us think that this should be in 1986. We agree that it would be useful that a preparatory meeting of a senior officials should take place in the GATT before the end of the summer to reach a braod consensus on subject matter and modalities for such negotiations. We also agree that active participation of a significant number of developed and developing countries in such negotiations is essential. We are looking to a balanced package for negotiation. ,0,0,0,0,0,0,,0,0,
Trade,1986-XX,1986,"we reaffirm our commitment to halting and reversing protectionsim, and to reducing and dismantling trade restrictions.",-0.428571429,-1,0,-1,0,-1,,0,0,
Trade,1996-27,1996,“We will ensure full and effective implementation of the Uruguay Round results according to the agreed timetables.”,0.333333333,0,0,0,,0,,1,1,
Trade,1998-1 (SS),1998,We resolve to keep our own markets open and call on other countries to do the same. ,0.111111111,0,0,1,0,0,-1,1,-1,1
Trade,Feb-98,1998,"""we reaffirm our strong commitment to continue trade and investment liberalization within the multilateral framework of the WTO"". ",0.333333333,1,0,,1,-1,,1,0,
Trade,1999-26,1999,INTEND TO STEP UP WORK with developing countries and multilateral institutions to improve developing country capacity to exercise their rights and meet obligations in global trading system so as to ensure derivation of full benefit of liberalized trade and then contribute to global economic growth.,-0.25,0,0,-1,-1,1,,-1,0,0
Trade,2000-50,2000,"“We are firmly committed to a new round of WTO trade negotiations with an ambitious, balanced and inclusive agenda, reflecting the interests of all WTO members.”",1,1,1,1,1,1,,1,1,
Trade,2000-51,2000,“We agree to intensify our close and fruitful cooperation in order to try together with other WTO members to launch such a round during the course of this year.”,1,1,1,1,1,1,,1,1,
Trade,01-Feb,2001,"We pledge today to engage personally and jointly in the launch of a new ambitious Round of global trade negotiations at the Fourth WTO Ministerial Conference in Doha, Qatar this November.",0.875,1,1,1,1,1,0,1,1,
Trade,2002-69,2002,"""Without prejudging the outcome of the negotiations, applying our Doha commitment to comprehensive negotiations on agriculture aimed at substantial improvements in market comprehensive negotiations on agriculture aimed at substantial improvements in market access, reductions of all forms of export subsidies with a view to their being phased out, and substantial reductions in trade-distorting domestic support.""",0.125,1,0,0,0,0,0,0,0,
Trade,2002-70,2002,"""Working toward the objective of duty-free and quota-free access for all products originating from the Least Developed Countries (LDCs), including African LDCs, and, to this end, each examining how to facilitate the fuller and more effective use of existing market access arrangements;""",-0.125,1,0,0,0,-1,0,0,-1,
Trade,2003-47,2003,"“We are therefore committed to delivering on schedule, by the end of 2004, the goals set out in the Doha Development Agenda, and to ensure that the Cancun Ministerial Conference in September takes all decisions necessary to help reach that goal.”",-0.375,0,0,0,-1,0,-1,0,-1,
Trade,04-Feb,2004,"“The progressive integration by developing countries of trade into their development policies and poverty reduction strategies is crucial for their integration in the global economy, and will increase the benefits they derive from the multilateral trading system. We call on developing countries to further increase their efforts in this regard, and pledge to provide strong support in the form of technical assistance to build their trading.”",0.555555556,1,0,1,0,1,-1,1,1,1
Trade,04-Mar,2004,"“…we direct our ministers and call on all WTO members to finalize the frameworks by July to put the WTO negotiations back on track so that we expeditiously complete the Doha Develoment Agenda.""",0.875,1,0,1,1,1,,1,1,1
Trade,04-Apr,2004,"“…we direct our ministers and call on all WTO members to finalize the frameworks by July to put the WTO negotiations back on track so that we expeditiously complete the Doha Develoment Agenda.""",0.875,1,0,1,1,1,,1,1,1
Trade,05-Jun,2005,"“The G8 in return agreed to a comprehensive plan to support Africa’s progress. This is set out in our separate statement today. We agreed: to stimulate growth, to improve the investment climate and to make trade work for Africa, including by helping to build Africa’s capacity to trade and working to mobilize the extra investment in infrastructure which is needed for business.”",0.333333333,1,-1,1,0,0,-1,1,1,1
Trade,2005-14,2005,"“We reaffirmed our commitment to open markets more widely to trade in agricultural goods, industrial goods and services, and in agriculture to reduce trade distorting domestic subsidies and eliminate all forms of export subsidies by a credible end date.”",0,0,-1,1,-1,0,0,1,0,0
Trade,2005-15,2005,"“We also committed to address products of interest to Least Developed Countries in the negotiations, and to ensure Least Developed Countries have the flexibility to decide their own economic strategies.""",0.444444444,1,0,0,0,1,-1,1,1,1
Trade,2006-222 (SS),2006,"urgently stepping up our efforts to achieve an ambitious and balanced outcome for the WTO Doha Round that gives developing countries - especially Least Developed Countries - improved access to global markets, builds trade capacity and allows developing countries to decide, plan and sequence their own economic policies; ",0.555555556,1,-1,1,0,1,0,1,1,1
Trade,2006-257,2006,"""In agriculture, we are equally committed to substantially reducing trade-­distorting domestic support and to the parallel elimination by the end of 2013 of all forms of export subsidies, as well as the establishment of effective disciplines on all export measures with equivalent effect, as agreed in Hong Kong.""",0.111111111,0,-1,1,-1,1,0,1,0,0
Trade,2007-326 (SS),2007,"In this spirit, we pledge to work with a high level of ambition in all areas of the DDA and call on all WTO members to demonstrate constructive flexibility to bring these negotiations to a prompt successful conclusion. ",0.444444444,1,-1,1,0,1,0,1,0,1
Trade,2008-154,2008,"""[Reaffirming that principles of ownership and partnership are essential for African development, we agree that the following points, inter alia, are critical both to generating private sector-led economic growth and achieving the MDGs:] effective implementation of the financial commitments regarding spending on Aid for Trade including trade related technical assistance, made at the WTO Hong Kong Ministerial Conference, which we expect to increase to US$4billion including the support for marketing of African products.""",0.333333333,0,0,1,0,0,-1,1,1,1
Trade,2009-37,2009,"""We will refrain from raising new barriers to investment or to trade in goods and services, imposing new exports restrictions, or implementing World Trade Organisation (WTO) inconsistent measures to stimulate exports.""",-0.777777778,-1,-1,-1,-1,1,-1,-1,-1,-1
Trade,2009-40,2009,"""We will work to reverse the recent decline in FDI, by fostering an open, receptive climate for foreign investment, especially in emerging and in developing countries.""",0.888888889,1,0,1,1,1,1,1,1,1
Trade,2010-38,2010,"""We will continue to resist protectionist pressures, and to promote liberalization of trade and investment under the WTO, through the national reduction of barriers, as well as through bilateral and regional negotiations.""",0.777777778,1,1,1,1,1,0,1,1,0
Trade,2011-113,2011,"""We are committed to support the integration of the Partnership Countries in the regional and global economy through increased trade and inward investment to the region.""",0.666666667,1,1,0,1,0,0,1,1,1
Trade,2011-120,2011,"""For our part, we stand ready to offer additional support through, inter alia, improved mutual market access opportunities to encourage integration into the global economy through increased trade and inward investment in the region, for countries undertaking reforms to open their economies and create competitive conditions.""",0.222222222,0,0,0,1,1,0,0,0,0
Trade,12-Dec,2012,"""We support efforts towards regulatory coherence and better alignment of standards to further promote trade""",0.555555556,1,1,1,-1,1,1,-1,1,1
Trade,13-Aug,2013,We will break down barriers to trade at home and abroad by] concluding a set of ambitious trade deals ,0.777777778,1,0,1,0,1,1,1,1,1
Trade,2013-54,2013,"We commit our support to efforts to liberalise trade in green goods and services, emphasising that progress in this area will boost green growth",0.333333333,1,0,0,0,1,1,0,0,0
Trade,2013-69,2013,"The G8 commits to explore and identify in advance of our next meeting the further steps it can take together or individually, in collaboration with the private sector, International Financial Institutions (IFIs) and other international organisations to facilitate institutional investment flows into bankable trade-related infrastructure projects in developing countries",0.666666667,1,1,1,1,0,-1,1,1,1
Trade, 2014-12,2014,“We reaffirm our commitment to keep our markets open and to fight all forms of protectionism including through standstill and rollback”,0.375,1,-1,0,0,1,,1,0,1
Trade, 2014-21,2014,"We are committed to liberalizing trade in environmental goods and services, including through an Environmental Goods Agreement.”",0.125,0,0,0,0,1,,0,0,0
Trade,2015-137,2015,"We are committed to combating wildlife trafficking, which is pushing some of the world's species to the brink of extinction and in some instances is being used to finance organized crime, insurgencies, and terrorism. ",0.38,1,1,0,-1,0,,0,1,1
Trade,2016-66,2016,"We are committed to applying the necessary political will to reach a TTIP agreement as early as this year, provided that it is ambitious, comprehensive, high standard and mutually beneficial, with a view to harnessing the full potential of the transatlantic economy as soon as possible.",0.25,0,-1,1,1,0,,0,0,1
Trade,2017-36,2017,"We reiterate our commitment to keep our markets open and to fight protectionism, while standing firm against all unfair trade practices.",0.75,1,0,1,1,1,,1,0,1
Trade,2017-45,2017,[We commit to striving for better application and promotion of internationally recognized] environmental standards [throughout the global economy and its supply chains.],0.75,1,1,1,1,1,,1,-1,1
Trade,2018-17,2018,"We will work together to enforce existing international rules and develop new rules where needed to foster a truly level playing field, addressing in particular non-market oriented policies and practices, and inadequate protection of intellectual property rights, such as forced technology transfer or cyber-enabled theft.",0.5,0,1,1,1,1,,0,-1,1
Trade, 2019-4,2019,"[Therefore, the G7 wishes to overhaul the WTO to improve effectiveness with regard to eliminate unfair trade practices.",0.38,1,0,0,-1,1,,1,0,1
Trade, 2019-5,2019,The G7 commits to reaching in 2020 an agreement to simplify regulatory barriers and modernize international taxation within the framework of the OECD,0.25,1,0,1,0,0,,1,-1,0
Trade, 2019-2,2019,"Therefore, the G7 wishes to overhaul the WTO to improve effectiveness with regard to intellectual property protection.",0.25,1,0,0,-1,1,,0,0,1
Trade, 2020-5,2020,We are committed to marshalling the full power of our governments to: support global trade and investment. ,1,1,1,1,1,1,,1,1,1
Trade, 2020-21,2020,We will address disturbances to international supply chains. ,1,1,1,1,1,1,,1,1,1
Trade, 2020-22,2020,[we will]…continue our work to facilitate international trade. ,1,1,1,1,1,1,,1,1,1
Regional Security,1984-31,1984," “We encourage the parties to seek a peaceful and honorable settlement. We shall support any efforts designed to bring this about, particularly those of the United Nations Secretary General.”",-0.75,-1,-1,-1,-1,1,,-1,-1,-1
Regional Security,1996-115,1996,"""We urge the Democratic People's Republic of Korea (DPRK) to develop the dialogue and cooperation with the Republic of Korea (ROK), this being the only means of achieving permanent peace on the Korean Peninsula and ensuring a more stable and more secure future for the Korean People....We call on the international community to join us in providing political and financial support for the Korean Peninsula Energy Development Organization (KEDO). ",-0.5,-1,-1,-1,,0,,-1,1,
Regional Security,1996-114,1996,"""We reaffirm our determination to enforce full implementation of all UN Security Council resolutions concerning Iraq and Libya only full compliance with which could result in the lifting of all sanctions.""",-0.5,-1,-1,-1,,0,,-1,1,
Regional Security,1999-45,1999,"We affirm our commitment to a meeting of the international donor community in July to address short-term humanitarian and other needs for Kosovo, and a subsequent meeting in the fall after a full assessment of needs has been developed pursuant to the assistance coordination process chaired by the European Commission and the World Bank"". ",0.666666667,1,1,1,1,1,-1,0,1,1
Regional Security,2001-54,2001,We support the idea of convening a donors conference following the establishment of durable peace and a successful conclusion of a political agreement between the parties.,0.555555556,1,1,1,0,1,-1,0,1,1
Regional Security,2004-45,2004,"“We pledge to provide support and assistance for the electoral process leading to national elections for the Transitional National Authority [of Iraq] no later than January 31, 2005.”",0.888888889,1,1,1,1,1,0,1,1,1
Regional Security,2004-148,2004,"“We pledge our countries’ assistance in ending the conflicts in Sudan and in providing humanitarian aid to those in need.""",0.888888889,1,1,1,1,1,0,1,1,1
Regional Security,2005-115,2005,“We support Mr Wolfensohn’s intention to stimulate a global financial contribution of up to $3bn per year over the coming three years. Domestic and international investors should be full partners to this process. We are mobilising practical support for Mr Wolfensohn’s efforts and look forward to further development of his plans and their presentation to the Quartet and the international community in September.”,1,1,1,1,1,1,1,1,1,1
Regional Security,2005-32,2005,"“We commend and will continue to support the African Union’s Mission in Sudan (Darfur), just as we are contributing to UNMIS’s operation in southern Sudan.”",0.888888889,1,1,1,1,1,0,1,1,1
Regional Security,2006-288,2006,"""In order to facilitate the UN's rapid and efficient response to crises, G8 states commit to pursuing reforms in the United Nations to ensure that resources are available in advance to the UN as it works to establish new peacekeeping and peace support operations: pre-positioning equipment in Brindisi, an increase in pre-authorization funds to support DPKO's planning, and the authority to identify personnel in advance of a UNSC resolution mandating a new PKO;""",0,0,0,0,0,0,0,0,0,0
Regional Security,2006-307,2006,"""We will support the economic and humanitarian needs of the Lebanese people, including the convening at the right time of a donors conference.""",1,1,1,1,1,1,1,1,1,1
Regional Security,2007-295,2007,"""We reiterate our commitment to continue to provide humanitarian assistance and will undertake, in coordination with the African Union and the United Nations, to identify options for improving humanitarian access.""",0.777777778,1,1,1,0,1,0,1,1,1
Regional Security,2008-203,2008,"""[We will, in particular] build capacity for peace support operations including providing quality training to and equipping troops by 2010, with focus on Africa, as well as enhance logistics and transportation support for deployment""",0.666666667,1,0,1,1,1,0,1,1,0
Regional Security,2008-248,2008,"""We reaffirm the importance of economic and social development along with counter-terrorism measures in the Afghanistan-Pakistan border region, which can play a critical role in bringing lasting peace, stability and security to this region. To this end, we are committed to further strengthening the coordination of our efforts in the border region in cooperation with the respective countries, international organizations, and other donors.""",0,1,0,0,-1,-1,0,1,1,-1
Regional Security,2008-284,2008,"We will accelerate our assistance to build the Afghan National Army and Police and in other elements of security sector reforms, including Disbandment of the Illegal Armed Groups (DIAG), justice reform and counter-narcotics.""",0.333333333,1,0,1,0,1,-1,0,1,0
Regional Security,2009-186,2009,"""We reaffirm our commitment to promoting stability and development in both countries and the wider region, also by strengthening their capacity to counter terrorism, illicit trafficking and crime.""",0.888888889,1,1,1,1,1,0,1,1,1
Regional Security,2010-51,2010,"""we fully support the transition strategy adopted by International Security Assistance Force contributors in April, as well as the on-going efforts to establish an Afghan-led national reconciliation and reintegration process.""",1,1,1,1,1,1,1,1,1,1
Regional Security,2010-59,2010,"""To this end, we commit to strengthening: the international availability of civilian experts to support rule of law and security institutions; the capacities of key littoral states and regional organizations for maritime security; and international peace operations.""",0.888888889,1,1,0,1,1,1,1,1,1
Regional Security,2011-97,2011,"""We will continue to support the transition process endorsed by Afghanistan and the international community at the London and Kabul Conferences as well as at the NATO Lisbon Summit.""",1,1,1,1,1,1,1,1,1,1
Regional Security,2013-186,2013,We will support the transition of Arab Spring countries across North Africa through the Deauville Partnership working for open economies.,0.666666667,1,1,0,1,0,0,1,1,1
Regional Security,2013-198,2013,[We are determined to work together to] support the Syrian people to establish peace and stability through political means. ,0.777777778,1,1,1,0,1,1,1,1,0
Regional Security,2013-200,2013,“At this meeting G8 Leaders confirmed additional contributions of almost $1.5 billion to meet humanitarian needs in Syria and its neighbours” ,1,1,1,1,1,1,1,1,1,1
Regional Security,2013-207,2013,We affirm our support for the Palestinian Authority and its state-building efforts,0.555555556,-1,1,0,1,1,0,1,1,1
Regional Security,2013-208,2013,We will continue to assist the Government of Afghanistan with meeting their commitments to strengthen their institutions of governance.,0.666666667,1,1,1,0,0,0,1,1,1
Regional Security,2014-70,2014,“We confirm our strong commitment to the Deauville Partnership,0.625,1,1,1,1,0,,0,0,1
Regional Security,2014-115,2014,"In our funding we decide to give particular support to humanitarian actors that can reach those most in need, including across borders. ",1,1,1,1,1,1,,1,1,1
Regional Security,2014-109,2014,“[The G7 are committed to continuing to work with Ukraine to support its] sovereignty and territorial integrity.”,1,1,1,1,1,1,,1,1,1
Regional Security,2015-112,2015,"We reiterate our full support for the efforts to find a diplomatic solution to the conflict in eastern Ukraine, particularly in the framework of the Normandy format and the Trilateral Contact Group",0.75,0,1,1,0,1,,1,1,1
Regional Security,2015-123,2015,We support the ongoing UN-led processes to find lasting solutions for peace and stability in Syria,0.75,0,1,1,1,0,,1,1,1
Regional Security,2015-125,2015,We support the ongoing UN-led processes to find lasting solutions for peace and stability in Yemen,-0.13,0,-1,0,-1,-1,,1,1,0
Regional Security,2015-118,2015,"We are committed to maintaining a rules-based order in the maritime domain based on the principles of international law, in particular as reflected in the UN Convention on the Law of the Sea. ",0.75,0,1,1,1,0,,1,1,1
Regional Security, 2016-1,2016,"However, we also stand ready to take further restrictive measures in ordre to increase cost on Russia should its actions so require. ",0.57,1,1,1,-1,-1,,1,1,1
Regional Security,2016-148,2016,"We reiterate our commitment to maintaining a rules-based maritime order in accordance with the principles of international law as reflected in UNCLOS, to peaceful dispute settlement supported by confidence-building measures and including through legal means as well as to sustainable uses of the seas and oceans, and to respected freedom of navigation and overflight. ",1,1,1,,1,,,1,1,
Regional Security,2017-24,2017,We maintain our commitment to assisting Ukraine in implementing its ambitious and yet necessary reform agenda. ,0.88,0,1,1,1,1,,1,1,1
Regional Security,2018-?,2018,We support the resumption without delay of substantive peace talks between Israelis and Palestinians aimed at achieving a negotiated solution that ensures the peace and security for both parties. ,0.5,-1,0,1,1,1,,1,0,1
Regional Security,2018-43,2018,We maintain our commitment to assisting Ukraine in implementing its ambitious and yet necessary reform agenda. ,0.37,1,0,0,0,-1,,1,1,1
Regional Security,2018-44,2018,[We recall that the continuation of sanctions is clearly linked to Russia's failure to demonstrate complete implementation of its commitments in the Minsk Agreements and respect for Ukraine's sovereignty and] we fully support the efforts within the Normandy Format and of the Organization for Security and Cooperation in Europe (OSCE) for a solution to the conflict in Eastern Ukraine.,0.38,0,1,1,0,-1,,0,1,1
Regional Security, 2019-7,2019,[We share an objective] to foster peace and stability in the region.,0.88,1,1,0,1,1,,1,1,1
Regional Security, 2019-12,2019,"We [support the efforts of countries in the region, notably those in the G5, in coming together to address these security and development challenges and] remain committed to working with them to improve and better coordinate efforts to enhance their defence and internal security capabilities, including through support for structural reforms of their security apparatus.",0.38,0,0,1,0,1,,0,0,1
Regional Security, 2019-9,2019,We support a truce in Libya that will lead to a long-term ceasefire.,0.38,-1,1,1,1,-1,,0,1,1
Regional Security, 2019-8,2019,France and Germany will organize a Normandy format summit in the coming weeks to achieve tangible results. ,1,,1,1,,,,,,
Regional Security, 2019-16,2019,"As the G7, we will work with the United Nations and INTERPOL in order to provide appropriate support to G5 countries in building more efficient G5 Sahel police and defence capabilities. ",0.5,0,1,1,0,1,,1,0,0
Terrorism,1978-48,1978,"The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,-1,1,1,1,-1,,1,0,
Terrorism,1978-49,1978,"To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,0,0,0,0,0,,0,1,
Terrorism,1978-50,1978,"At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,0,0,0,0,0,,0,0,
Terrorism,1981-36,1981,"“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,1,0,0,-1,-1,,0,1,
Terrorism,1996-63,1996,"“We rededicate ourselves and invite others to associate our efforts in order to thwart the activities of terrorists and their supporters, including fund-raising, the planning of terrorist acts, procurement of weapons, calling for violence, and incitement to commit terrorist acts.”",0.833333333,1,1,1,,1,,0,1,
Terrorism,2000-103,2000,“We call for all states to become parties to the twelve international counter-terrorism conventions to enhance international cooperation against terrorism.”,0.4,0,0,,,0,,1,1,
Terrorism,2001-xx,2001,"We have asked our foreign, finance, justice, and other relevant ministers, as appropriate, to draw up a list of specific measures to enhance our counter terrorism cooperation, including: Expanded use of financial measures and sanctions to stop the flow of funds to terrorists, aviation security, the control of arms exports, security and other services cooperation, the denial of all means of support to terrorism and the identification and removal of terrorist threats.",1,1,1,1,1,1,1,1,1,
Terrorism,02-Apr,2002,"We are committed to sustained and comprehensive actions to deny support or sanctuary to terrorists, to bring terrorists to justice, and to reduce the threat of terrorist attacks.",1,1,1,1,1,1,1,1,1,
Terrorism,2003-150,2003,"""the G8 will create a Counter-Terrorism Action Group (CTAG), to
focus on building political will, co‑ordinating capacity building assistance when necessary. CTAG will provide funding, expertise or training facilities.""",1,1,1,1,1,1,1,1,1,1
Terrorism,2003-168,2003,"“Given the increasing number of MANPADS (Man-Portable Air Defense Systems) in world-wide circulation, we commit ourselves to reducing their proliferation and call upon all countries to strengthen control of their MANPADS stockpiles”.",0.625,1,0,1,0,0,1,1,1,
Terrorism,2004-122,2004,“Accelerate development of international standards for the interoperability of government-issued smart chip passports and other government-issued identity documents. We will work for implementation by the 2005 Summit.”,0,0,0,0,0,0,0,0,0,0
Terrorism,2005- 145,2005,"“We have carried forward initiatives to prevent the spread of weapons of mass destruction to terrorists and other criminals, reinforce international political will to combat terrorism, secure radioactive sources and — as announced at Sea Island — ensure secure and facilitated travel. Today we commit ourselves to new joint efforts. We will work to improve the sharing of information on the movement of terrorists across international borders.”",1,1,1,1,1,1,1,1,1,1
Terrorism,2006-271,2006,Preventing any abuse of the migration regime for terrorist purposes while at the same time facilitating legitimate travel,0.13,0,0,1,-1,-1,0,1,0,1
Terrorism,2007-314,2007,"""Furthermore, we aim to improve passenger screening programs and
techniques, port facility security audits, security management systems and transportation security clearance programs.""",0.222222222,0,0,0,0,0,1,0,1,0
Terrorism,2007-318,2007,"""We commend the efforts of the Financial Action Task Force (FATF) and reaffirm our commitment to implement and promote internationally its 40 Recommendations on Money Laundering and nine Special Recommendations on Terror Finance.""",0.777777778,1,1,0,1,0,1,1,1,1
Terrorism,2008-246,2008,"""We stress the urgent need for full implementation of existing standards, including Financial Action Task Force (FATF) Special Recommendations VIII and IX, and ask our experts to take steps to share information, evaluate threats, assess new trends and promote implementation and review these efforts next year.""",-0.222222222,0,-1,-1,1,-1,-1,-1,1,1
Terrorism,2009-202,2009,"""We will intensify our efforts in tackling the widest variety of threats, such as chemical, biological, radiological and nuclear terrorism (CBRN), and attacks on critical infrastructure (including critical information infrastructure), sensitive sites, and transportation systems.""",0.777777778,1,1,1,1,0,1,0,1,1
Terrorism,2010-65,2010,"""We are committed to further enhancing international cooperation, by strengthening old partnerships and building new ones with governments, multilateral organizations and the private sector.""",0.666666667,1,0,1,1,0,1,0,1,1
Terrorism,2010-68,2010,"""We underscore our determination to work cooperatively on key challenges, including transportation security, border security and identity integrity, preventing chemical, biological, nuclear and radiological terrorism, combating terrorism financing, countering violent extremism, radicalization leading to violence, and recruitment.""",0.888888889,1,0,1,1,1,1,1,1,1
Terrorism,2010-70,2010,"""We will seek to build closer cooperation among relevant G8 partner programs to make our effort to address terrorism and related security threats more coherent and effective.""",0.777777778,1,1,1,1,1,1,1,0,0
Terrorism,2011-145,2011,"""We stand ready to assist the countries affected by this scourge in building their own capacities to fight terrorism and terrorist groups.""",0.555555556,1,0,0,1,0,1,1,1,0
Terrorism,2013-171,2013,We support efforts to dismantle the terrorist safe haven in northern Mali.”,0.666666667,1,1,1,0,0,0,1,1,1
Terrorism,2013-172,2013,We support the swift deployment of a UN stabilisation force in Mali,0.777777778,1,1,1,1,0,0,1,1,1
Terrorism,2013-178,2013,"“We will also support multinational efforts, including the EU Training Missions in Mali and Somalia, and welcome the establishment of the International Institute of Justice and Rule of Law in Tunisia.”",-0.333333333,0,0,0,0,-1,-1,-1,0,0
Terrorism,2013-183,2013,"We are also dedicated to enhancing cooperation to tackle the escalating risks of recruitment and radicalisation, including through providing support to vulnerable communities, and building capacity to counter violent extremism.",0.666666667,1,1,0,1,-1,1,1,1,1
Terrorism,2014-116,2014,We resolve to intensify our efforts to address the treat arising from foreign fighters travelling to Syria,1,1,1,1,1,1,,1,1,1
Terrorism,2015-131,2015,"We reaffirm our commitment to defeating [ISIL/Da'esh], combatting the spread of its hateful ideology",0.88,1,1,1,1,0,,1,1,1
Terrorism,2015-133,2015,"we reaffirm our commitment to effectively implement the established international framework for the freezing of terrorists’ assets, and will facilitate cross-border freezing requests among G7 countries.",0.625,1,1,1,1,-1,,1,0,1
Terrorism,2016-107,2016,We reassert our commitment to countering terrorist financing as declared in the G7 Action Plan on Combatting the Financing of Terrorism at the G7 Finance Ministers and Central Bank Governors' meeting in Sendai.,0.75,1,1,0,1,0,,1,1,1
Terrorism,2016-319,2016,"We support INTERPOL's information sharing role, especially in the areas of Foreign Terrorist Fighters (FTF), stolen and lost travel documents, fire arms and looted and stolen cultural property such as antiques",0.25,1,1,-1,1,-1,,-1,1,1
Terrorism,2016-112,2016,"We commit to work to support the implementation of relevant UN Security Council resolutions, to bolster information sharing, to strengthen border security, to improve aviation security, to counter terrorist financing, to fight against trafficking of cultural properties, to prevent and counter violent extremism, to step up our engagement with the private sector and to further coordinate our capacity building assistance.",0.5,1,0,1,0,0,,0,1,1
Terrorism, 2017-12,2017,"We are determined to increase our efforts to defeat international terrorism in Syria, in particular ISIS/ISIL/Da'esh and al Qaeda.",0.5,1,1,0,0,0,,1,1,0
Terrorism,2017-81,2017,"We will counter propaganda supportin terrorism and violent extremism, online recruitment by extremists, radicalization and incitement to violence.",0.75,1,1,1,0,0,,1,1,1
Terrorism,2017-94,2017,"We will, therefore, maintain our support for the work carried out by the Financial Action Task Force (FATF). ",0.38,1,1,0,0,0,,1,-1,1
Terrorism,2017-112,2017,[We commit ourselves to] enhancing border and aviation secuity.,1,1,1,1,1,1,,1,1,1
