Compliance Score,Issue-Area,Country,Year,Mentions Specific Date,Total Number of Commitments,Number of Same-Issue Commitments,Mentions UN,Mentions Developing Countries,Binding Level,GDP,GDP per Capita,GDP per Capita Growth,Host Country,Number of Ministerials,Closest Ministerial,Government Type
1.0,Conflict Prevention,Canada,1996.0,No,128.0,0.0,No,No,Higher,629000000000.0,21227.347530000003,0.5624678329999999,France,1.0,80.0,Federal
1.0,Conflict Prevention,Canada,2000.0,Yes,105.0,0.0,Yes,No,Higher,742000000000.0,24190.24962,3.945218535,Japan,1.0,-10.0,Federal
1.0,Conflict Prevention,Canada,2002.0,No,187.0,0.0,No,No,Lower,758000000000.0,24169.28473,2.303577116,Canada,2.0,-14.0,Federal
1.0,Conflict Prevention,Canada,2004.0,No,252.0,0.0,No,No,Higher,1020000000000.0,32034.307739999997,2.948998239,United States,2.0,-25.0,Federal
1.0,Conflict Prevention,Canada,2005.0,No,212.0,0.0,No,No,Higher,1170000000000.0,36266.18712,4.008877922,United Kingdom,2.0,-13.0,Federal
1.0,Conflict Prevention,Canada,2006.0,No,317.0,2.0,Yes,No,Lower,1320000000000.0,40385.86996,3.118693054,Russia,1.0,-16.0,Federal
1.0,Conflict Prevention,Canada,2007.0,No,329.0,0.0,No,No,Higher,1460000000000.0,44543.04104,5.835793377000001,Germany,2.0,-7.0,Federal
0.0,Conflict Prevention,Canada,2009.0,No,254.0,11.0,No,No,Higher,1370000000000.0,40773.06153,-4.03041986,Italy,2.0,-13.0,Federal
0.0,Social Policy,Canada,1998.0,No,73.0,1.0,No,No,Higher,632000000000.0,20952.06946,1.946954614,United Kingdom,0.0,365.0,Federal
1.0,Social Policy,Canada,2000.0,No,105.0,6.0,No,No,Higher,742000000000.0,24190.24962,3.945218535,Japan,0.0,365.0,Federal
1.0,Social Policy,Canada,2000.0,No,105.0,6.0,No,No,Higher,742000000000.0,24190.24962,3.945218535,Japan,0.0,365.0,Federal
1.0,Social Policy,Canada,2000.0,No,105.0,6.0,No,No,Higher,742000000000.0,24190.24962,3.945218535,Japan,0.0,365.0,Federal
1.0,Finance Crisis/Regulation,Canada,2001.0,No,58.0,3.0,No,No,Higher,736000000000.0,23738.18072,0.309869789,Italy,4.0,-14.0,Federal
1.0,Finance Crisis/Regulation,Canada,2001.0,No,58.0,3.0,No,No,Higher,736000000000.0,23738.18072,0.309869789,Italy,4.0,-14.0,Federal
1.0,Finance Crisis/Regulation,Canada,2008.0,No,296.0,7.0,No,No,Higher,1550000000000.0,46594.45095,-0.08029485900000001,Japan,4.0,-24.0,Federal
0.0,Finance Crisis/Regulation,Canada,2009.0,No,254.0,15.0,No,No,Higher,1370000000000.0,40773.06153,-4.03041986,Italy,4.0,-26.0,Federal
1.0,Finance Crisis/Regulation,Canada,2013.0,No,214.0,29.0,No,No,Higher,1840000000000.0,52504.6557,1.25465502,United Kingdom,1.0,-39.0,Federal
1.0,Finance Crisis/Regulation,Canada,2014.0,No,141.0,8.0,No,No,Higher,1800000000000.0,50835.51118,1.839459846,European Union,1.0,128.0,Federal
1.0,Finance Crisis/Regulation,Canada,2015.0,No,376.0,17.0,No,No,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,1.0,-11.0,Federal
1.0,Finance Crisis/Regulation,Canada,2015.0,No,376.0,17.0,No,Yes,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,1.0,-11.0,Federal
-1.0,UN Reform,Canada,1996.0,No,128.0,8.0,Yes,Yes,Higher,629000000000.0,21227.347530000003,0.5624678329999999,France,0.0,365.0,Federal
1.0,UN Reform,Canada,1996.0,No,128.0,8.0,No,No,Lower,629000000000.0,21227.347530000003,0.5624678329999999,France,0.0,365.0,Federal
1.0,UN Reform,Canada,1996.0,No,128.0,8.0,Yes,No,Higher,629000000000.0,21227.347530000003,0.5624678329999999,France,0.0,365.0,Federal
1.0,UN Reform,Canada,1996.0,No,128.0,8.0,Yes,No,Higher,629000000000.0,21227.347530000003,0.5624678329999999,France,0.0,365.0,Federal
1.0,Labour and Employment,Canada,1996.0,No,128.0,6.0,No,No,Higher,629000000000.0,21227.347530000003,0.5624678329999999,France,1.0,-86.0,Federal
1.0,Labour and Employment,Canada,1996.0,No,128.0,6.0,No,No,Higher,629000000000.0,21227.347530000003,0.5624678329999999,France,1.0,-86.0,Federal
1.0,Labour and Employment,Canada,2012.0,No,141.0,2.0,No,No,Higher,1820000000000.0,52542.34666,0.6633030879999999,United States,0.0,365.0,Federal
1.0,Labour and Employment,Canada,2017.0,No,180.0,1.0,No,No,Higher,1650000000000.0,45069.92725,1.7645297130000002,Italy,1.0,188.0,Federal
1.0,Nuclear Safety,Canada,1996.0,No,128.0,6.0,No,No,Lower,629000000000.0,21227.347530000003,0.5624678329999999,France,1.0,80.0,Federal
0.0,Nuclear Safety,Canada,2010.0,Yes,73.0,1.0,No,No,Higher,1610000000000.0,47450.31847,1.94962821,Canada,1.0,-88.0,Federal
1.0,East-West Relations,Canada,1996.0,No,128.0,0.0,No,No,Lower,629000000000.0,21227.347530000003,0.5624678329999999,France,1.0,80.0,Federal
-1.0,East-West Relations,Canada,1997.0,No,145.0,2.0,No,No,Lower,653000000000.0,21829.23344,3.2488493569999997,United States,1.0,87.0,Federal
1.0,Human Rights,Canada,1996.0,No,128.0,5.0,No,No,Higher,629000000000.0,21227.347530000003,0.5624678329999999,France,0.0,365.0,Federal
1.0,Human Rights,Canada,2012.0,No,141.0,4.0,No,No,Higher,1820000000000.0,52542.34666,0.6633030879999999,United States,0.0,365.0,Federal
1.0,Human Rights,Canada,2012.0,No,141.0,4.0,No,No,Higher,1820000000000.0,52542.34666,0.6633030879999999,United States,0.0,365.0,Federal
1.0,Human Rights,Canada,2013.0,No,214.0,0.0,No,No,Lower,1840000000000.0,52504.6557,1.25465502,United Kingdom,0.0,365.0,Federal
1.0,Human Rights,Canada,2016.0,No,342.0,5.0,No,No,Higher,1530000000000.0,42279.900819999995,-0.031327848,Japan,0.0,365.0,Federal
0.0,Migration and Refugees,Canada,2015.0,No,376.0,0.0,No,No,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,2.0,-54.0,Federal
1.0,Migration and Refugees,Canada,2015.0,No,376.0,0.0,No,No,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,2.0,-54.0,Federal
1.0,Migration and Refugees,Canada,2015.0,No,376.0,0.0,No,No,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,2.0,-54.0,Federal
1.0,Migration and Refugees,Canada,2015.0,No,376.0,0.0,No,No,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,2.0,-54.0,Federal
1.0,Migration and Refugees,Canada,2017.0,No,180.0,2.0,No,No,Higher,1650000000000.0,45069.92725,1.7645297130000002,Italy,1.0,-46.0,Federal
0.0,Transparency,Canada,2013.0,No,214.0,21.0,No,No,Higher,1840000000000.0,52504.6557,1.25465502,United Kingdom,0.0,365.0,Federal
1.0,Transparency,Canada,2013.0,No,214.0,21.0,No,No,Higher,1840000000000.0,52504.6557,1.25465502,United Kingdom,0.0,365.0,Federal
0.0,Gender,Canada,2015.0,No,376.0,25.0,No,No,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,0.0,365.0,Federal
1.0,Gender,Canada,2015.0,No,376.0,25.0,No,Yes,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,0.0,365.0,Federal
1.0,Gender,Canada,2015.0,No,376.0,25.0,No,Yes,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,0.0,365.0,Federal
1.0,Gender,Canada,2015.0,No,376.0,25.0,No,Yes,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,0.0,365.0,Federal
1.0,Gender,Canada,2015.0,No,376.0,25.0,No,Yes,Higher,1550000000000.0,43495.05439,-0.058784637,Germany,0.0,365.0,Federal
1.0,Gender,Canada,2016.0,No,342.0,34.0,No,No,Higher,1530000000000.0,42279.900819999995,-0.031327848,Japan,0.0,365.0,Federal
-1.0,Gender,Canada,2016.0,No,342.0,34.0,No,No,Higher,1530000000000.0,42279.900819999995,-0.031327848,Japan,0.0,365.0,Federal
1.0,Gender,Canada,2017.0,No,180.0,69.0,No,No,Lower,1650000000000.0,45069.92725,1.7645297130000002,Italy,1.0,174.0,Federal
0.0,Gender,Canada,2017.0,No,180.0,69.0,No,No,Higher,1650000000000.0,45069.92725,1.7645297130000002,Italy,1.0,174.0,Federal
0.0,Gender,Canada,2017.0,No,180.0,69.0,No,No,Higher,1650000000000.0,45069.92725,1.7645297130000002,Italy,1.0,174.0,Federal
1.0,Development,Canada,2007.0,No,329.0,48.0,No,No,Higher,1460000000000.0,44543.04104,5.835793377000001,Germany,1.0,-72.0,Federal
1.0,Climate Change,France,1985.0,No,25.0,1.0,No,No,Higher,553000000000.0,9763.328609999999,1.054117628,Germany,0.0,365.0,Unitary
0.0,Climate Change,France,1987.0,No,52.0,0.0,No,No,Lower,934000000000.0,16302.4414,1.977449935,Italy,0.0,365.0,Unitary
0.0,Climate Change,France,1989.0,No,61.0,4.0,No,No,Higher,1030000000000.0,17694.30535,3.7799902710000004,France,0.0,365.0,Unitary
-1.0,Climate Change,France,1989.0,No,61.0,4.0,No,No,Lower,1030000000000.0,17694.30535,3.7799902710000004,France,0.0,365.0,Unitary
-1.0,Climate Change,France,1989.0,No,61.0,4.0,No,No,Lower,1030000000000.0,17694.30535,3.7799902710000004,France,0.0,365.0,Unitary
0.0,Climate Change,France,1989.0,No,61.0,4.0,No,No,Higher,1030000000000.0,17694.30535,3.7799902710000004,France,0.0,365.0,Unitary
1.0,Climate Change,France,1990.0,No,78.0,9.0,No,No,Higher,1270000000000.0,21793.84265,2.401704262,United States,0.0,365.0,Unitary
1.0,Climate Change,France,1990.0,Yes,78.0,9.0,Yes,No,Higher,1270000000000.0,21793.84265,2.401704262,United States,0.0,365.0,Unitary
-1.0,Climate Change,France,1990.0,No,78.0,9.0,No,No,Higher,1270000000000.0,21793.84265,2.401704262,United States,0.0,365.0,Unitary
-1.0,Climate Change,France,1990.0,No,78.0,9.0,No,Yes,Lower,1270000000000.0,21793.84265,2.401704262,United States,0.0,365.0,Unitary
0.0,Climate Change,France,1992.0,Yes,41.0,2.0,Yes,No,Higher,1400000000000.0,23813.71184,1.095403107,Germany,2.0,-33.0,Unitary
1.0,Climate Change,France,1992.0,No,41.0,2.0,No,No,Higher,1400000000000.0,23813.71184,1.095403107,Germany,2.0,-33.0,Unitary
-1.0,Climate Change,France,1993.0,Yes,29.0,0.0,No,No,Higher,1320000000000.0,22380.10396,-1.058303189,Japan,0.0,365.0,Unitary
0.0,Climate Change,France,1994.0,No,53.0,2.0,No,No,Higher,1390000000000.0,23496.52332,1.9780404530000002,Italy,1.0,-118.0,Unitary
0.0,Climate Change,France,1995.0,No,77.0,1.0,No,No,Higher,1600000000000.0,26890.21988,1.7385003559999999,Canada,1.0,-47.0,Unitary
0.0,Climate Change,France,1996.0,Yes,128.0,2.0,No,No,Higher,1610000000000.0,26871.829019999997,1.054543233,France,1.0,-49.0,Unitary
1.0,Climate Change,France,1997.0,Yes,145.0,4.0,Yes,No,Higher,1450000000000.0,24228.94235,1.9749212459999999,United States,0.0,365.0,Unitary
1.0,Climate Change,France,1997.0,Yes,145.0,4.0,No,No,Higher,1450000000000.0,24228.94235,1.9749212459999999,United States,0.0,365.0,Unitary
-1.0,Climate Change,France,1997.0,No,145.0,4.0,No,Yes,Higher,1450000000000.0,24228.94235,1.9749212459999999,United States,0.0,365.0,Unitary
0.0,Climate Change,France,1997.0,No,145.0,4.0,No,No,Higher,1450000000000.0,24228.94235,1.9749212459999999,United States,0.0,365.0,Unitary
1.0,Climate Change,France,1998.0,No,73.0,7.0,No,No,Higher,1500000000000.0,24974.2722,3.207536715,United Kingdom,1.0,-42.0,Unitary
1.0,Climate Change,France,1998.0,No,73.0,7.0,No,No,Higher,1500000000000.0,24974.2722,3.207536715,United Kingdom,1.0,-42.0,Unitary
0.0,Climate Change,France,1999.0,No,46.0,2.0,No,No,Higher,1490000000000.0,24673.198969999998,2.8906822660000002,Germany,1.0,-84.0,Unitary
0.0,Climate Change,France,2000.0,No,105.0,1.0,No,No,Higher,1360000000000.0,22364.02939,3.2142977110000004,Japan,1.0,-106.0,Unitary
0.0,Climate Change,France,2001.0,No,58.0,5.0,No,No,Higher,1380000000000.0,22433.55571,1.2441921040000001,Italy,1.0,-141.0,Unitary
0.0,Climate Change,France,2001.0,No,58.0,5.0,No,Yes,Higher,1380000000000.0,22433.55571,1.2441921040000001,Italy,1.0,-141.0,Unitary
0.0,Climate Change,France,2001.0,No,58.0,5.0,No,No,Lower,1380000000000.0,22433.55571,1.2441921040000001,Italy,1.0,-141.0,Unitary
0.0,Climate Change,France,2001.0,No,58.0,5.0,No,No,Higher,1380000000000.0,22433.55571,1.2441921040000001,Italy,1.0,-141.0,Unitary
1.0,Climate Change,France,2002.0,No,187.0,4.0,No,No,Higher,1490000000000.0,24177.33517,0.402709914,Canada,1.0,-75.0,Unitary
1.0,Climate Change,France,2003.0,Yes,205.0,1.0,No,No,Higher,1840000000000.0,29568.38595,0.11107373,France,1.0,-37.0,Unitary
1.0,Climate Change,France,2003.0,Yes,205.0,1.0,No,No,Higher,1840000000000.0,29568.38595,0.11107373,France,1.0,-37.0,Unitary
1.0,Climate Change,France,2004.0,Yes,252.0,1.0,No,No,Higher,2120000000000.0,33741.26515,2.075384202,United States,0.0,365.0,Unitary
1.0,Climate Change,France,2004.0,No,252.0,1.0,No,No,Lower,2120000000000.0,33741.26515,2.075384202,United States,0.0,365.0,Unitary
1.0,Climate Change,France,2004.0,No,252.0,1.0,No,No,Higher,2120000000000.0,33741.26515,2.075384202,United States,0.0,365.0,Unitary
1.0,Climate Change,France,2005.0,No,212.0,21.0,Yes,No,Higher,2200000000000.0,34760.18777,0.899762891,United Kingdom,2.0,-111.0,Unitary
1.0,Climate Change,France,2005.0,No,212.0,21.0,No,Yes,Higher,2200000000000.0,34760.18777,0.899762891,United Kingdom,2.0,-111.0,Unitary
1.0,Climate Change,France,2005.0,No,212.0,21.0,Yes,No,Higher,2200000000000.0,34760.18777,0.899762891,United Kingdom,2.0,-111.0,Unitary
1.0,Climate Change,France,2005.0,No,212.0,21.0,No,No,Higher,2200000000000.0,34760.18777,0.899762891,United Kingdom,2.0,-111.0,Unitary
1.0,Climate Change,France,2005.0,No,212.0,21.0,No,Yes,Higher,2200000000000.0,34760.18777,0.899762891,United Kingdom,2.0,-111.0,Unitary
0.0,Climate Change,France,2006.0,No,317.0,20.0,No,No,Lower,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
0.0,Climate Change,France,2006.0,No,317.0,20.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
1.0,Climate Change,France,2006.0,No,317.0,20.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
0.0,Climate Change,France,2006.0,No,317.0,20.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
-1.0,Climate Change,France,2006.0,No,317.0,20.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
0.0,Climate Change,France,2006.0,No,317.0,20.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
0.0,Climate Change,France,2006.0,No,317.0,20.0,No,Yes,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
1.0,Climate Change,France,2006.0,No,317.0,20.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
0.0,Climate Change,France,2006.0,No,317.0,20.0,Yes,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,80.0,Unitary
0.0,Climate Change,France,2007.0,No,329.0,34.0,Yes,No,Higher,2660000000000.0,41508.43399,1.792993386,Germany,1.0,-83.0,Unitary
1.0,Climate Change,France,2007.0,Yes,329.0,34.0,Yes,No,Higher,2660000000000.0,41508.43399,1.792993386,Germany,1.0,-83.0,Unitary
0.0,Climate Change,France,2007.0,No,329.0,34.0,No,No,Lower,2660000000000.0,41508.43399,1.792993386,Germany,1.0,-83.0,Unitary
0.0,Climate Change,France,2007.0,No,329.0,34.0,No,Yes,Higher,2660000000000.0,41508.43399,1.792993386,Germany,1.0,-83.0,Unitary
1.0,Climate Change,France,2008.0,No,296.0,55.0,No,No,Higher,2920000000000.0,45334.11444,-0.303770529,Japan,1.0,-44.0,Unitary
1.0,Climate Change,France,2008.0,No,296.0,55.0,No,No,Higher,2920000000000.0,45334.11444,-0.303770529,Japan,1.0,-44.0,Unitary
-1.0,Climate Change,France,2008.0,Yes,296.0,55.0,No,No,Lower,2920000000000.0,45334.11444,-0.303770529,Japan,1.0,-44.0,Unitary
1.0,Climate Change,France,2008.0,No,296.0,55.0,No,No,Higher,2920000000000.0,45334.11444,-0.303770529,Japan,1.0,-44.0,Unitary
1.0,Climate Change,France,2008.0,No,296.0,55.0,No,Yes,Higher,2920000000000.0,45334.11444,-0.303770529,Japan,1.0,-44.0,Unitary
1.0,Climate Change,France,2009.0,Yes,254.0,42.0,Yes,No,Higher,2690000000000.0,41575.41875,-3.37173719,Italy,1.0,-77.0,Unitary
1.0,Climate Change,France,2009.0,No,254.0,42.0,No,No,Higher,2690000000000.0,41575.41875,-3.37173719,Italy,1.0,-77.0,Unitary
1.0,Climate Change,France,2009.0,Yes,254.0,42.0,No,No,Higher,2690000000000.0,41575.41875,-3.37173719,Italy,1.0,-77.0,Unitary
1.0,Climate Change,France,2009.0,No,254.0,42.0,No,Yes,Higher,2690000000000.0,41575.41875,-3.37173719,Italy,1.0,-77.0,Unitary
-1.0,Climate Change,France,2009.0,Yes,254.0,42.0,No,No,Higher,2690000000000.0,41575.41875,-3.37173719,Italy,1.0,-77.0,Unitary
1.0,Climate Change,France,2010.0,No,73.0,10.0,No,No,Higher,2640000000000.0,40638.334,1.44701286,Canada,0.0,365.0,Unitary
0.0,Climate Change,France,2010.0,No,73.0,10.0,No,No,Higher,2640000000000.0,40638.334,1.44701286,Canada,0.0,365.0,Unitary
1.0,Climate Change,France,2010.0,No,73.0,10.0,No,Yes,Lower,2640000000000.0,40638.334,1.44701286,Canada,0.0,365.0,Unitary
1.0,Climate Change,France,2010.0,No,73.0,10.0,No,No,Higher,2640000000000.0,40638.334,1.44701286,Canada,0.0,365.0,Unitary
1.0,Climate Change,France,2011.0,No,193.0,6.0,No,No,Higher,2860000000000.0,43790.73205,1.69963012,France,0.0,365.0,Unitary
0.0,Climate Change,France,2012.0,No,141.0,5.0,No,No,Lower,2680000000000.0,40874.70351,-0.17121288699999998,United States,0.0,365.0,Unitary
0.0,Climate Change,France,2013.0,No,214.0,24.0,Yes,No,Higher,2810000000000.0,42592.934089999995,0.059905732999999996,United Kingdom,0.0,365.0,Unitary
0.0,Climate Change,France,2013.0,Yes,214.0,24.0,No,No,Higher,2810000000000.0,42592.934089999995,0.059905732999999996,United Kingdom,0.0,365.0,Unitary
1.0,Climate Change,France,2014.0,No,141.0,13.0,No,No,Higher,2850000000000.0,43008.64738,0.47296999799999995,European Union,0.0,365.0,Unitary
1.0,Climate Change,France,2014.0,Yes,141.0,13.0,No,Yes,Higher,2850000000000.0,43008.64738,0.47296999799999995,European Union,0.0,365.0,Unitary
1.0,Climate Change,France,2015.0,No,376.0,23.0,No,No,Higher,2440000000000.0,36613.37522,0.6919218659999999,Germany,0.0,365.0,Unitary
1.0,Climate Change,France,2015.0,No,376.0,23.0,No,No,Higher,2440000000000.0,36613.37522,0.6919218659999999,Germany,0.0,365.0,Unitary
1.0,Climate Change,France,2015.0,Yes,376.0,23.0,No,No,Higher,2440000000000.0,36613.37522,0.6919218659999999,Germany,0.0,365.0,Unitary
1.0,Climate Change,France,2015.0,No,376.0,23.0,No,No,Higher,2440000000000.0,36613.37522,0.6919218659999999,Germany,0.0,365.0,Unitary
1.0,Climate Change,France,2015.0,Yes,376.0,23.0,No,Yes,Higher,2440000000000.0,36613.37522,0.6919218659999999,Germany,0.0,365.0,Unitary
1.0,Climate Change,France,2016.0,Yes,342.0,12.0,No,No,Higher,2470000000000.0,36962.22229,0.6926506440000001,Japan,1.0,-11.0,Unitary
0.0,Climate Change,France,2016.0,Yes,342.0,12.0,No,No,Higher,2470000000000.0,36962.22229,0.6926506440000001,Japan,1.0,-11.0,Unitary
0.0,Climate Change,France,2017.0,No,180.0,1.0,No,No,Higher,2590000000000.0,38679.12715,2.251980936,Italy,1.0,16.0,Unitary
1.0,Health,France,1998.0,No,73.0,4.0,Yes,No,Higher,1500000000000.0,24974.2722,3.207536715,United Kingdom,0.0,365.0,Unitary
1.0,Health,France,1998.0,No,73.0,4.0,No,No,Higher,1500000000000.0,24974.2722,3.207536715,United Kingdom,0.0,365.0,Unitary
1.0,Health,France,1998.0,No,73.0,4.0,No,No,Higher,1500000000000.0,24974.2722,3.207536715,United Kingdom,0.0,365.0,Unitary
0.0,Health,France,1999.0,No,46.0,3.0,No,No,Higher,1490000000000.0,24673.198969999998,2.8906822660000002,Germany,0.0,365.0,Unitary
1.0,Health,France,2000.0,Yes,105.0,14.0,Yes,No,Higher,1360000000000.0,22364.02939,3.2142977110000004,Japan,0.0,365.0,Unitary
1.0,Health,France,2000.0,Yes,105.0,14.0,Yes,No,Higher,1360000000000.0,22364.02939,3.2142977110000004,Japan,0.0,365.0,Unitary
1.0,Health,France,2000.0,Yes,105.0,14.0,Yes,No,Higher,1360000000000.0,22364.02939,3.2142977110000004,Japan,0.0,365.0,Unitary
1.0,Health,France,2000.0,No,105.0,14.0,No,No,Higher,1360000000000.0,22364.02939,3.2142977110000004,Japan,0.0,365.0,Unitary
1.0,Health,France,2001.0,No,58.0,3.0,Yes,No,Higher,1380000000000.0,22433.55571,1.2441921040000001,Italy,0.0,365.0,Unitary
1.0,Health,France,2001.0,No,58.0,3.0,No,No,Higher,1380000000000.0,22433.55571,1.2441921040000001,Italy,0.0,365.0,Unitary
-1.0,Health,France,2002.0,Yes,187.0,18.0,No,No,Higher,1490000000000.0,24177.33517,0.402709914,Canada,0.0,365.0,Unitary
1.0,Health,France,2002.0,No,187.0,18.0,No,No,Lower,1490000000000.0,24177.33517,0.402709914,Canada,0.0,365.0,Unitary
1.0,Health,France,2002.0,No,187.0,18.0,No,No,Lower,1490000000000.0,24177.33517,0.402709914,Canada,0.0,365.0,Unitary
0.0,Health,France,2002.0,No,187.0,18.0,No,No,Lower,1490000000000.0,24177.33517,0.402709914,Canada,0.0,365.0,Unitary
1.0,Health,France,2002.0,No,187.0,18.0,No,No,Lower,1490000000000.0,24177.33517,0.402709914,Canada,0.0,365.0,Unitary
0.0,Health,France,2002.0,No,187.0,18.0,No,No,Higher,1490000000000.0,24177.33517,0.402709914,Canada,0.0,365.0,Unitary
0.0,Health,France,2002.0,No,187.0,18.0,No,No,Lower,1490000000000.0,24177.33517,0.402709914,Canada,0.0,365.0,Unitary
1.0,Health,France,2003.0,No,205.0,15.0,No,No,Higher,1840000000000.0,29568.38595,0.11107373,France,0.0,365.0,Unitary
1.0,Health,France,2003.0,No,205.0,15.0,No,No,Higher,1840000000000.0,29568.38595,0.11107373,France,0.0,365.0,Unitary
1.0,Health,France,2003.0,Yes,205.0,15.0,No,No,Higher,1840000000000.0,29568.38595,0.11107373,France,0.0,365.0,Unitary
1.0,Health,France,2003.0,No,205.0,15.0,No,No,Higher,1840000000000.0,29568.38595,0.11107373,France,0.0,365.0,Unitary
0.0,Health,France,2003.0,No,205.0,15.0,No,No,Higher,1840000000000.0,29568.38595,0.11107373,France,0.0,365.0,Unitary
1.0,Health,France,2004.0,No,252.0,9.0,No,Yes,Higher,2120000000000.0,33741.26515,2.075384202,United States,0.0,365.0,Unitary
-1.0,Health,France,2004.0,Yes,252.0,9.0,No,No,Higher,2120000000000.0,33741.26515,2.075384202,United States,0.0,365.0,Unitary
1.0,Health,France,2005.0,No,212.0,11.0,No,No,Lower,2200000000000.0,34760.18777,0.899762891,United Kingdom,0.0,365.0,Unitary
1.0,Health,France,2005.0,Yes,212.0,11.0,Yes,No,Higher,2200000000000.0,34760.18777,0.899762891,United Kingdom,0.0,365.0,Unitary
0.0,Health,France,2005.0,No,212.0,11.0,No,No,Higher,2200000000000.0,34760.18777,0.899762891,United Kingdom,0.0,365.0,Unitary
-1.0,Health,France,2005.0,Yes,212.0,11.0,No,No,Lower,2200000000000.0,34760.18777,0.899762891,United Kingdom,0.0,365.0,Unitary
0.0,Health,France,2005.0,Yes,212.0,11.0,No,No,Lower,2200000000000.0,34760.18777,0.899762891,United Kingdom,0.0,365.0,Unitary
1.0,Health,France,2006.0,No,317.0,60.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,-78.0,Unitary
1.0,Health,France,2006.0,Yes,317.0,60.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,-78.0,Unitary
0.0,Health,France,2006.0,Yes,317.0,60.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,-78.0,Unitary
0.0,Health,France,2006.0,Yes,317.0,60.0,No,No,Higher,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,-78.0,Unitary
0.0,Health,France,2006.0,No,317.0,60.0,No,Yes,Lower,2320000000000.0,36443.623439999996,1.737523985,Russia,1.0,-78.0,Unitary
1.0,Health,France,2007.0,Yes,329.0,42.0,No,No,Higher,2660000000000.0,41508.43399,1.792993386,Germany,0.0,365.0,Unitary
1.0,Health,France,2007.0,No,329.0,42.0,No,No,Lower,2660000000000.0,41508.43399,1.792993386,Germany,0.0,365.0,Unitary
1.0,Health,France,2007.0,No,329.0,42.0,No,No,Higher,2660000000000.0,41508.43399,1.792993386,Germany,0.0,365.0,Unitary
1.0,Health,France,2007.0,No,329.0,42.0,No,No,Higher,2660000000000.0,41508.43399,1.792993386,Germany,0.0,365.0,Unitary
1.0,Health,France,2007.0,Yes,329.0,42.0,No,No,Higher,2660000000000.0,41508.43399,1.792993386,Germany,0.0,365.0,Unitary
1.0,Health,France,2007.0,No,329.0,42.0,No,No,Higher,2660000000000.0,41508.43399,1.792993386,Germany,0.0,365.0,Unitary
0.0,Health,France,2008.0,Yes,296.0,19.0,No,No,Higher,2920000000000.0,45334.11444,-0.303770529,Japan,0.0,365.0,Unitary
1.0,Health,France,2008.0,No,296.0,19.0,No,No,Higher,2920000000000.0,45334.11444,-0.303770529,Japan,0.0,365.0,Unitary
-1.0,Health,France,2008.0,No,296.0,19.0,No,No,Higher,2920000000000.0,45334.11444,-0.303770529,Japan,0.0,365.0,Unitary
1.0,Health,France,2008.0,No,296.0,19.0,No,No,Higher,2920000000000.0,45334.11444,-0.303770529,Japan,0.0,365.0,Unitary
1.0,Health,France,2009.0,No,254.0,9.0,No,No,Higher,2690000000000.0,41575.41875,-3.37173719,Italy,0.0,365.0,Unitary
1.0,Health,France,2009.0,Yes,254.0,9.0,No,Yes,Higher,2690000000000.0,41575.41875,-3.37173719,Italy,0.0,365.0,Unitary
0.0,Health,France,2009.0,No,254.0,9.0,No,No,Higher,2690000000000.0,41575.41875,-3.37173719,Italy,0.0,365.0,Unitary
1.0,Health,France,2010.0,No,73.0,12.0,No,No,Lower,2640000000000.0,40638.334,1.44701286,Canada,0.0,365.0,Unitary
-1.0,Health,France,2010.0,No,73.0,12.0,No,No,Higher,2640000000000.0,40638.334,1.44701286,Canada,0.0,365.0,Unitary
0.0,Health,France,2010.0,No,73.0,12.0,No,No,Higher,2640000000000.0,40638.334,1.44701286,Canada,0.0,365.0,Unitary
0.0,Health,France,2010.0,No,73.0,12.0,No,No,Higher,2640000000000.0,40638.334,1.44701286,Canada,0.0,365.0,Unitary
